証券コード,企業名,業種,時価総額（億円）,配当利回り(%),PER,過去3年EPS年平均増減率(%),最新年度真FCF利回り(%),1年前真FCF利回り(%),2年前真FCF利回り(%),3年前真FCF利回り(%),3年間平均真FCF利回り(%),最新年度営業CF利回り(%),1年前営業CF利回り(%),2年前営業CF利回り(%),3年前営業CF利回り(%),3年間平均営業CF利回り(%),3年間平均CF設備投資率(%),最新年度営業利益率(%),1年前営業利益率(%),2年前営業利益率(%),3年前営業利益率(%),最新年度売上高増加率(%),1年前売上高増加率(%),2年前売上高増加率(%),ROIC(%),参考ROIC（現預金控除後）(%),1年前ROIC(%),2年前ROIC(%),3年前ROIC(%),自己資本比率(%),粗利率(%),現預金等（円）
8255,Axial Retailing Inc.,Consumer Defensive,1168.25,2.21,13.48,,10.68,3.54,4.62,2.49,6.28,14.5,10.11,14.64,10.78,13.08,53.26,4.13,4.28,4.36,4.1,4.85,4.31,5.98,8.76,12.8,9.44,9.45,8.46,97.94,28.6,30715000000.0
8260,"Izutsuya Co., Ltd.",Consumer Cyclical,42.78,1.78,8.75,,34.13,21.01,31.53,36.54,28.89,42.8,32.0,44.69,47.01,39.83,28.01,2.91,4.71,4.45,5.23,-3.95,-1.61,-0.23,2.34,2.62,5.42,3.89,4.19,49.94,50.42,2646000000.0
8267,"Aeon Co., Ltd.",Consumer Cyclical,37792.09,1.05,50.74,,29.81,14.98,9.75,11.48,18.18,29.81,14.98,9.75,11.48,18.18,0.0,2.52,2.35,2.63,2.3,5.73,6.08,4.79,3.1,6.23,2.22,3.27,2.53,35.02,36.49,2639139000000.0
8273,"Izumi Co., Ltd.",Consumer Cyclical,2083.13,3.05,12.48,,20.97,10.34,1.5,12.56,10.94,30.97,19.36,15.15,18.39,21.83,56.33,4.78,4.91,6.67,7.31,8.62,11.24,2.4,4.26,4.57,3.82,6.14,6.73,72.7,39.07,28088000000.0
8275,Forval Corporation,Technology,264.79,3.2,17.92,,8.33,12.62,5.86,9.34,8.94,11.61,15.63,11.96,12.4,13.07,32.86,5.21,5.15,5.09,4.1,-1.52,14.33,6.7,10.34,28.88,11.28,9.56,9.08,90.1,36.86,13306388000.0
8276,"Heiwado Co.,Ltd.",Consumer Cyclical,1346.16,2.46,14.38,,0.32,5.05,2.55,0.75,2.64,13.21,17.07,16.86,11.65,15.71,84.29,2.92,3.0,3.12,2.71,2.5,4.58,2.35,4.27,4.78,4.53,4.03,3.42,90.45,36.4,23227000000.0
8278,"Fuji Co., Ltd.",Consumer Cyclical,1817.84,1.45,22.21,,10.67,-0.02,8.08,1.7,6.24,20.76,9.21,16.84,13.29,15.6,66.95,1.38,1.6,1.89,1.44,0.66,0.99,2.05,4.24,4.97,2.35,3.42,2.74,85.49,30.67,38943000000.0
8281,"Xebio Holdings Co., Ltd.",Consumer Cyclical,465.96,3.17,9.87,,-0.27,6.74,-6.14,2.96,0.11,20.78,25.88,9.17,15.07,18.61,114.06,0.94,2.8,1.73,3.48,0.69,3.37,1.31,2.05,2.36,1.78,1.96,4.06,90.8,37.69,15808000000.0
8282,K's Holdings Corporation,Consumer Cyclical,2906.34,2.6,20.64,,9.74,8.72,10.79,-7.43,9.75,12.91,12.45,16.8,-0.75,14.05,30.09,3.53,2.95,2.61,4.09,2.94,2.74,-2.57,6.59,7.06,4.82,2.87,5.78,81.09,27.67,19158000000.0
8285,"Mitani Sangyo Co., Ltd.",Industrials,490.71,2.01,13.53,,13.93,4.27,8.97,4.23,9.06,17.45,8.63,11.42,7.46,12.5,30.71,2.88,2.02,1.75,1.09,14.03,7.53,6.02,3.67,4.25,2.24,1.7,0.89,83.11,19.32,9026000000.0
8291,"Nissan Tokyo Sales Holdings Co., Ltd.",Consumer Cyclical,326.44,4.96,12.17,,-7.13,-25.2,11.81,-2.23,-6.84,19.65,15.06,34.28,9.48,23.0,156.39,3.69,5.23,5.85,4.65,-8.9,-4.95,8.22,4.08,5.22,7.26,9.12,7.61,79.19,24.95,15654000000.0
8303,"SBI Shinsei Bank, Limited",Financial Services,14458.1,1.28,11.85,,131.05,136.19,81.19,89.57,116.14,132.39,137.27,82.18,90.4,117.28,1.0,,,,,18.44,9.53,17.56,,,,,,,0.0,4787504000000.0
8304,"Aozora Bank, Ltd.",Financial Services,4904.23,2.72,19.13,,25.56,-12.84,25.79,-13.74,12.84,27.04,-11.6,27.31,-12.52,14.25,0.12,,,,,14.06,2.51,1.13,,,,,,,0.0,1508492000000.0
8306,"Mitsubishi UFJ Financial Group, Inc.",Financial Services,418714.47,2.62,15.73,,-56.69,-1.08,-24.62,31.12,-27.46,-55.08,0.02,-23.51,32.08,-26.19,2370.55,,,,,9.98,16.3,-2.93,,,,,,,0.0,90045500000000.0
8308,"Resona Holdings, Inc.",Financial Services,56990.49,1.47,22.38,,-83.64,-5.62,-13.24,-91.74,-34.17,-83.13,-5.15,-12.88,-91.38,-33.72,-4.23,,,,,16.72,14.34,2.8,,,,,,,0.0,13785507000000.0
8309,"Sumitomo Mitsui Trust Group, Inc.",Financial Services,49529.64,2.69,13.63,,22.81,78.56,85.16,51.55,62.18,24.64,80.29,86.71,52.82,63.88,3.78,,,,,2.5,24.76,6.61,,,,,,,0.0,24040669000000.0
8316,"Sumitomo Mitsui Financial Group, Inc.",Financial Services,267105.55,1.3,15.77,,-40.29,16.78,0.94,-23.19,-7.52,-38.5,18.15,2.41,-22.07,-5.98,21.3,,,,,14.32,14.28,19.19,,,,,,,0.0,73696930000000.0
8331,"The Chiba Bank, Ltd.",Financial Services,19151.49,2.35,18.98,,-70.08,0.49,40.61,-1.65,-9.66,-68.86,1.27,41.14,-1.06,-8.82,20.29,,,,,22.36,13.03,0.09,,,,,,,0.0,2680390000000.0
8334,"The Gunma Bank, Ltd.",Financial Services,11084.36,2.42,18.9,,-15.91,-54.42,-36.25,-59.72,-35.53,-15.15,-53.87,-35.59,-59.2,-34.87,-2.63,,,,,20.89,5.75,-0.77,,,,,,,0.0,1359989000000.0
8336,"The Musashino Bank, Ltd.",Financial Services,2753.14,2.93,18.26,,-6.08,-11.43,-12.02,-82.79,-9.84,-5.05,-10.28,-10.78,-81.95,-8.7,-14.34,,,,,20.29,0.25,-2.86,,,,,,,0.0,217459000000.0
8337,"The Chiba Kogyo Bank, Ltd.",Financial Services,1546.72,0.76,25.55,,21.87,7.7,6.64,-279.47,12.07,23.51,8.89,8.53,-278.16,13.64,14.18,,,,,15.04,-0.77,7.28,,,,,,,0.0,225696000000.0
8338,"Tsukuba Bank, Ltd.",Financial Services,613.96,0.69,9.31,,-230.45,-39.37,9.12,-429.14,-86.9,-227.36,-37.52,11.71,-426.63,-84.39,5.29,,,,,13.97,-3.46,10.99,,,,,,,0.0,164257000000.0
8341,"The 77 Bank, Ltd.",Financial Services,9133.64,2.62,16.89,,-49.99,-37.26,-11.73,-74.94,-32.99,-49.77,-36.92,-11.36,-74.65,-32.68,-1.55,,,,,17.71,10.06,23.9,,,,,,,0.0,601976000000.0
8343,"The Akita Bank, Ltd.",Financial Services,1676.55,0.42,21.74,,-38.48,-78.61,-32.05,-100.33,-49.71,-37.81,-77.83,-31.25,-99.69,-48.96,-1.78,,,,,7.51,21.73,-10.65,,,,,,,0.0,369134000000.0
8344,"The Yamagata Bank, Ltd.",Financial Services,1527.03,1.97,23.89,,11.86,-30.37,-96.59,-308.73,-38.37,17.32,-28.0,-95.19,-307.34,-35.29,7.2,,,,,13.88,-4.01,5.15,,,,,,,0.0,190890000000.0
8345,"The Bank of Iwate, Ltd.",Financial Services,1858.36,2.21,20.86,,11.38,-82.63,-18.98,-60.66,-30.08,12.15,-82.02,-18.27,-60.11,-29.38,0.55,,,,,53.9,7.24,-8.6,,,,,,,0.0,389094000000.0
8346,"The Toho Bank, Ltd.",Financial Services,2538.86,2.08,20.55,,-37.04,-83.44,43.06,-302.5,-25.81,-35.57,-81.6,45.01,-299.29,-24.05,-0.68,,,,,16.5,11.54,1.01,,,,,,,0.0,946713000000.0
8349,"The Tohoku Bank, Ltd.",Financial Services,161.68,2.92,16.36,,28.83,-97.33,365.83,-689.35,99.11,33.98,-93.31,370.56,-685.93,103.74,4.04,,,,,10.34,-2.39,9.89,,,,,,,0.0,68251000000.0
8354,"Fukuoka Financial Group, Inc.",Financial Services,14810.45,2.68,17.35,,-17.66,-35.35,98.48,-8.78,15.16,-15.9,-34.02,99.99,-7.51,16.69,-4.49,,,,,38.07,9.38,3.59,,,,,,,0.0,7097546000000.0
8358,Suruga Bank Ltd.,Financial Services,4821.46,2.14,14.42,,-31.35,-43.66,-19.77,4.6,-31.59,-30.73,-43.24,-19.3,5.08,-31.09,-1.8,,,,,2.31,8.0,10.65,,,,,,,0.0,433998000000.0
8359,"Hachijuni Nagano Bank, Ltd.",Financial Services,12425.27,2.4,19.37,,-35.45,-51.47,36.62,-47.36,-16.77,-35.45,-51.47,36.62,-47.36,-16.77,0.0,,,,,20.56,19.96,-3.76,,,,,,,0.0,2818818000000.0
8360,"The Yamanashi Chuo Bank,Ltd.",Financial Services,2255.31,0.45,22.55,,-99.12,-7.69,-129.77,-131.28,-78.86,-98.0,-6.4,-128.93,-130.3,-77.78,-7.29,,,,,32.62,2.5,-5.83,,,,,,,0.0,282651000000.0
8361,"The Ogaki Kyoritsu Bank, Ltd.",Financial Services,3368.83,0.37,17.62,,2.17,1.75,-35.03,-370.36,-10.37,3.19,2.94,-33.4,-368.99,-9.09,22.51,,,,,31.55,-4.6,9.17,,,,,,,0.0,836506000000.0
8362,"The Fukui Bank, Ltd.",Financial Services,1809.69,1.95,21.06,,-28.6,61.25,15.63,-143.81,16.09,-27.96,61.93,16.79,-142.99,16.92,1.9,,,,,16.43,10.18,1.57,,,,,,,0.0,800280000000.0
8364,"The Shimizu Bank, Ltd.",Financial Services,356.54,1.93,17.77,,-31.84,201.23,-405.23,160.98,-78.61,-28.63,207.13,-401.91,163.58,-74.47,-3.06,,,,,7.98,1.31,2.75,,,,,,,0.0,225088000000.0
8365,"The Bank of Toyama, Ltd.",Financial Services,123.51,2.36,11.79,,71.7,-35.97,17.64,-160.94,17.79,75.87,-32.73,21.38,-155.62,21.51,4.36,,,,,36.13,-7.92,-6.53,,,,,,,0.0,31806000000.0
8366,"The Shiga Bank, Ltd.",Financial Services,6682.59,1.75,31.46,,-0.65,-62.29,67.65,-73.1,1.57,0.35,-60.71,67.83,-72.34,2.49,93.73,,,,,18.46,5.52,-3.45,,,,,,,0.0,1011233000000.0
8367,"The Nanto Bank, Ltd.",Financial Services,3122.4,2.87,18.29,,-141.96,-57.53,-9.92,-166.59,-69.8,-139.7,-53.77,-8.36,-164.57,-67.28,-9.09,,,,,8.04,22.49,2.72,,,,,,,0.0,435470000000.0
8368,"The Hyakugo Bank, Ltd.",Financial Services,5887.49,1.75,22.15,,4.1,-121.72,13.45,-95.0,-34.72,4.92,-120.62,14.3,-94.51,-33.8,7.24,,,,,28.07,-1.06,14.35,,,,,,,0.0,658273000000.0
8370,"The Kiyo Bank, Ltd.",Financial Services,3323.72,2.06,15.2,,-3.63,-57.22,33.53,-176.1,-9.11,-2.48,-56.02,34.62,-175.19,-7.96,-15.01,,,,,15.46,17.6,-6.38,,,,,,,0.0,837737000000.0
8377,"Hokuhoku Financial Group, Inc.",Financial Services,9936.77,0.18,17.25,,6.53,-78.09,6.0,-148.32,-21.85,8.6,-77.26,8.3,-147.59,-20.12,16.92,,,,,23.27,5.11,-1.99,,,,,,,0.0,3558769000000.0
8381,"The San-in Godo Bank,Ltd.",Financial Services,3880.55,2.64,17.32,,32.72,223.74,15.75,-66.99,90.74,35.12,224.68,16.36,-66.11,92.05,3.66,,,,,7.47,4.54,5.48,,,,,,,0.0,1630970000000.0
8383,"The Tottori Bank, Ltd.",Financial Services,183.53,2.58,11.59,,-27.58,-207.01,303.57,-210.24,22.99,-25.77,-205.09,308.69,-208.14,25.94,-2.09,,,,,4.36,7.31,6.4,,,,,,,0.0,71205000000.0
8386,"The Hyakujushi Bank, Ltd.",Financial Services,3517.06,2.27,18.74,,-41.23,-38.34,-27.4,-43.97,-35.66,-39.83,-37.16,-26.29,-43.26,-34.43,-3.65,,,,,21.88,11.95,-13.06,,,,,,,0.0,919077000000.0
8387,"The Shikoku Bank, Ltd.",Financial Services,1738.19,2.08,9.93,,-16.76,48.78,-50.41,-209.43,-6.13,-15.61,49.71,-49.26,-208.4,-5.05,-2.6,,,,,23.78,-3.52,-13.59,,,,,,,0.0,296385000000.0
8388,"The Awa Bank, Ltd.",Financial Services,4019.83,0.35,26.09,,2.6,6.24,-8.62,-81.05,0.07,3.38,7.02,-7.83,-80.04,0.86,7.95,,,,,17.55,6.36,-16.33,,,,,,,0.0,346435000000.0
8392,"The Oita Bank, Ltd.",Financial Services,2332.07,1.64,22.17,,-94.65,-51.52,56.25,-42.4,-29.97,-93.41,-50.69,56.9,-41.14,-29.07,-0.61,,,,,19.99,5.02,-0.82,,,,,,,0.0,618940000000.0
8393,"The Miyazaki Bank, Ltd.",Financial Services,2274.9,2.08,16.26,,-49.23,-55.74,0.87,-87.33,-34.7,-48.62,-54.63,2.14,-86.27,-33.7,18.7,,,,,10.14,7.85,-7.2,,,,,,,0.0,772172000000.0
8395,The Bank of Saga Ltd.,Financial Services,1132.36,1.67,13.27,,-70.54,-24.43,97.73,-167.94,0.92,-66.63,-20.95,99.84,-166.75,4.09,-6.78,,,,,25.85,8.16,5.46,,,,,,,0.0,278282000000.0
8399,"Bank of The Ryukyus, Limited",Financial Services,1359.36,3.04,14.99,,9.66,-120.97,-37.71,-41.63,-49.67,15.98,-111.49,-27.41,-38.45,-40.97,-2.19,,,,,10.96,7.35,8.72,,,,,,,0.0,161544000000.0
8410,"Seven Bank, Ltd.",Financial Services,4036.6,3.26,28.44,,14.28,-20.79,15.23,10.22,2.91,20.79,-9.63,24.96,16.49,12.04,-15.22,,,,,3.11,9.33,28.58,,,,,,,0.0,896249000000.0
8411,"Mizuho Financial Group, Inc.",Financial Services,212771.42,1.73,15.67,,-24.24,-19.58,7.65,40.81,-12.06,-22.74,-17.96,8.86,41.67,-10.61,-0.66,,,,,15.82,22.69,11.27,,,,,,,0.0,61567751000000.0
8416,"The Bank Of Kochi, Ltd.",Financial Services,112.85,2.27,23.58,,191.24,224.32,-210.1,-292.14,68.49,202.87,229.16,-195.59,-283.36,78.81,0.14,,,,,12.63,0.37,0.92,,,,,,,0.0,98659000000.0
8418,"Yamaguchi Financial Group, Inc.",Financial Services,6575.77,3.0,20.67,,-38.98,92.83,3.6,-22.48,19.15,-37.27,93.54,4.86,-21.8,20.38,7.36,,,,,23.08,18.06,8.79,,,,,,,0.0,1663969000000.0
8424,"Fuyo General Lease Co., Ltd.",Industrials,4048.24,3.9,18.79,,-40.74,-33.69,-27.69,-5.97,-34.04,-40.74,-33.69,-27.69,-5.97,-34.04,0.0,5.14,9.55,8.47,7.49,16.26,-4.25,2.89,0.72,0.89,1.36,1.44,1.28,16.22,13.09,670695000000.0
8425,"Mizuho Leasing Company, Limited",Financial Services,3832.96,3.86,8.05,,-4.8,-102.62,-50.15,-30.74,-52.52,-4.8,-102.62,-50.15,-30.74,-52.52,0.0,4.85,7.04,6.02,6.0,32.52,5.99,23.87,0.86,1.01,0.94,0.94,0.87,11.51,9.64,566710000000.0
8439,Tokyo Century Corporation,Industrials,13081.71,3.39,11.79,,-5.88,3.93,-13.51,-2.4,-5.15,-5.88,3.93,-13.51,-2.4,-5.15,0.0,10.17,8.55,7.74,6.88,6.51,1.67,1.6,1.8,2.01,1.29,1.3,0.71,19.46,22.52,649566000000.0
8473,"SBI Holdings, Inc.",Financial Services,21505.45,3.22,5.33,,76.85,67.75,60.55,42.93,68.38,78.81,70.16,62.58,44.67,70.52,3.05,25.18,20.26,11.34,12.14,31.37,19.27,26.49,4.52,16.55,2.81,1.92,1.74,24.82,57.76,6400580000000.0
8508,"J Trust Co., Ltd.",Financial Services,982.62,2.23,7.1,,5.39,14.34,-49.09,49.06,-9.79,10.82,17.43,-47.91,50.4,-6.55,21.81,8.77,4.99,7.05,17.78,-2.46,11.48,39.3,4.02,17.03,2.33,6.57,7.38,58.29,36.15,185654000000.0
8511,"Japan Securities Finance Co., Ltd.",Financial Services,1970.67,3.87,18.8,,68.38,-271.65,194.49,153.71,-2.93,68.52,-271.52,194.56,154.03,-2.81,0.07,,,,,10.89,2.86,-4.63,,,,,,0.99,22.07,1559712000000.0
8518,"Japan Asia Investment Co., Ltd.",Financial Services,42.33,0.0,,,-3.05,33.71,10.77,3.71,13.81,-3.05,33.71,10.77,3.71,13.81,0.0,-13.13,9.02,-39.03,4.05,-31.53,26.51,-36.88,-1.58,-2.83,1.37,-6.22,1.29,49.85,32.59,7824000000.0
8522,"The Bank of Nagoya, Ltd.",Financial Services,3527.42,2.8,17.41,,38.67,61.57,22.15,-96.85,40.8,39.74,62.21,23.96,-96.31,41.97,3.77,,,,,12.1,-0.52,26.53,,,,,,,0.0,767469000000.0
8524,"North Pacific Bank,Ltd.",Financial Services,4949.57,2.47,19.45,,-77.98,-15.22,198.77,-276.12,35.19,-75.79,-13.64,199.64,-275.2,36.74,-4.67,,,,,51.71,8.59,5.13,,,,,,,0.0,2282601000000.0
8537,"The Taiko Bank, Ltd.",Financial Services,301.62,3.39,10.77,,10.78,133.3,2.43,-462.93,48.84,14.22,135.7,5.3,-462.17,51.74,26.71,,,,,25.33,-3.97,0.78,,,,,,,0.0,143404000000.0
8541,"The Ehime Bank, Ltd.",Financial Services,1297.32,1.46,17.99,,71.42,32.78,-21.81,-59.23,27.46,72.52,34.0,-19.25,-57.52,29.09,-2.74,,,,,4.82,1.75,12.85,,,,,,,0.0,346760000000.0
8542,"Tomato Bank, Ltd.",Financial Services,223.24,2.59,19.32,,40.04,36.26,28.31,-495.52,34.87,43.38,38.7,30.48,-493.88,37.52,7.05,,,,,-3.57,4.27,4.99,,,,,,,0.0,108987000000.0
8544,"The Keiyo Bank, Ltd.",Financial Services,3333.48,2.32,21.79,,-34.9,-26.86,-55.89,-155.38,-39.22,-33.62,-25.03,-54.51,-153.04,-37.72,-4.54,,,,,26.87,8.97,11.31,,,,,,,0.0,869308000000.0
8550,"The Tochigi Bank, Ltd.",Financial Services,1136.09,2.79,13.69,,-157.61,-91.53,9.99,-257.2,-79.72,-150.67,-86.0,12.81,-256.05,-74.62,3.66,,,,,11.94,-7.42,-0.63,,,,,,,0.0,465687000000.0
8551,"The Kita-Nippon Bank, Ltd.",Financial Services,680.83,0.75,16.01,,26.2,-26.36,-41.98,-311.48,-14.05,29.22,-25.07,-40.18,-309.85,-12.01,0.25,,,,,9.67,-14.69,25.24,,,,,,,0.0,124393000000.0
8558,"The Towa Bank, Ltd.",Financial Services,529.78,3.41,,,-1.8,-36.81,-3.03,-398.71,-13.88,2.62,-30.01,1.78,-395.24,-8.54,138.99,,,,,13.54,0.03,1.38,,,,,,,0.0,281491000000.0
8562,"The Fukushima Bank, Ltd.",Financial Services,135.65,1.3,18.4,,-172.16,-121.99,3.17,-56.53,-96.99,-170.57,-112.04,8.73,-54.78,-91.29,17.96,,,,,2.99,-2.88,0.24,,,,,,,0.0,31279000000.0
8563,"The Daito Bank, Ltd.",Financial Services,149.8,3.4,8.91,,-39.18,-210.24,-67.93,-623.62,-105.78,-35.29,-208.54,-60.84,-619.68,-101.56,-7.83,,,,,8.16,-5.75,2.61,,,,,,,0.0,34323000000.0
8566,"Ricoh Leasing Company, Ltd.",Financial Services,2126.89,2.72,16.59,,-24.32,-44.38,-0.35,-7.94,-23.02,-24.32,-44.38,-0.35,-7.94,-23.02,0.0,6.09,6.96,6.81,7.1,8.46,1.24,3.16,1.03,1.04,1.22,1.3,1.33,17.78,14.82,7208000000.0
8570,"AEON Financial Service Co., Ltd.",Financial Services,3556.69,3.24,16.87,,75.0,86.53,-26.95,20.04,44.86,85.38,97.66,-14.28,29.56,56.25,-21.73,,,,,4.33,7.84,7.67,,,,,,,0.0,676814000000.0
8572,"Acom Co., Ltd.",Financial Services,7667.01,4.54,9.62,,0.82,-0.86,-5.4,-0.78,-1.81,1.58,0.11,-4.79,-0.17,-1.03,297.0,29.73,18.43,29.3,31.88,6.28,7.81,7.65,5.83,6.17,2.72,4.46,5.27,51.17,97.11,80397000000.0
8584,"JACCS Co., Ltd.",Financial Services,1672.46,5.36,9.84,,7.23,-32.4,-63.79,-133.67,-29.65,13.83,-27.01,-58.61,-127.96,-23.93,6.3,10.61,13.47,17.93,18.26,0.7,3.35,6.5,0.4,0.44,0.54,0.74,0.74,9.49,83.59,251940000000.0
8585,Orient Corporation,Financial Services,1473.91,4.71,11.43,,3.36,-8.28,-38.76,12.94,-14.56,15.01,1.78,-29.49,21.85,-4.23,204.03,5.83,5.03,7.04,10.13,0.96,7.08,0.6,0.54,0.57,0.3,0.43,0.94,10.36,87.84,154579000000.0
8591,ORIX Corporation,Financial Services,63979.96,2.79,10.93,,0.58,-0.9,0.66,-2.61,0.11,21.41,20.32,19.43,14.27,20.39,99.43,,,,,18.57,1.79,10.17,,,,,,43.43,43.61,1334945000000.0
8593,Mitsubishi HC Capital Inc.,Financial Services,20051.69,3.76,14.73,,-18.33,-14.81,-2.45,2.33,-11.86,-18.33,-14.81,-2.45,2.33,-11.86,0.0,10.85,8.95,7.49,7.32,5.96,7.19,2.87,1.5,1.56,1.29,1.14,1.16,16.72,22.58,374891000000.0
8595,"JAFCO Group Co., Ltd.",Financial Services,1184.84,5.95,18.19,,4.7,8.79,-8.33,-6.15,1.72,4.72,8.81,-8.08,-6.11,1.82,-0.85,25.94,42.8,33.45,-31.37,-23.31,15.34,73.7,3.0,13.8,5.79,4.55,-2.23,89.84,44.64,116805000000.0
8596,"Kyushu Leasing Service Co., Ltd.",Industrials,348.07,4.07,8.84,,-22.49,-9.58,-42.9,-4.05,-24.99,-22.33,-9.34,-42.71,-3.73,-24.79,-1.25,16.99,14.38,13.85,14.9,-8.9,17.4,-8.96,2.11,2.18,2.13,1.82,2.43,23.35,26.57,6325000000.0
8600,"TOMONY Holdings, Inc.",Financial Services,2218.17,2.64,13.96,,6.18,52.29,25.15,-91.59,27.87,7.88,53.28,25.96,-90.8,29.04,8.88,,,,,0.05,5.01,13.64,,,,,,,0.0,484242000000.0
8601,Daiwa Securities Group Inc.,Financial Services,26007.89,3.8,15.09,,12.58,-20.74,24.63,-10.19,5.49,16.88,-17.46,27.11,-7.06,8.84,5.28,,,,,13.69,0.91,27.46,,,,,,7.57,82.04,4366362000000.0
8604,"Nomura Holdings, Inc.",Financial Services,48953.43,3.06,12.56,,-24.45,-17.74,-0.27,-17.69,-14.15,-17.22,-13.86,2.71,-14.19,-9.46,13.32,,,,,10.8,20.64,20.35,,,,,,9.56,77.98,5648974000000.0
8609,Okasan Securities Group Inc.,Financial Services,2459.76,3.28,11.51,,24.11,-9.84,-2.63,-3.72,3.88,25.55,-8.41,-1.94,-0.55,5.07,-15.83,,,,,19.33,-1.89,29.23,,,,,,30.38,85.94,109347000000.0
8613,"Marusan Securities Co., Ltd.",Financial Services,860.71,3.56,17.17,,9.36,-1.28,8.12,12.36,5.4,10.8,-0.19,8.78,12.77,6.46,-189.71,24.76,18.9,19.88,2.57,15.25,1.31,24.62,7.3,27.86,5.35,4.65,0.54,98.28,99.77,38968000000.0
8614,"Toyo Securities Co., Ltd.",Financial Services,483.56,7.0,12.28,,-1.87,1.07,6.1,-5.97,1.77,-1.03,1.76,7.22,-5.33,2.65,-8.94,20.73,6.17,9.54,-25.95,20.25,-6.11,44.17,5.23,10.53,1.47,2.02,-5.06,69.51,97.33,22805000000.0
8616,"Tokai Tokyo Financial Holdings, Inc.",Financial Services,2271.66,4.5,13.66,,0.48,7.99,3.68,45.86,4.05,2.09,9.15,5.64,47.24,5.63,41.42,15.17,13.6,17.16,4.31,13.19,-3.22,21.56,1.28,2.48,0.91,1.2,0.2,24.44,94.07,447879000000.0
8617,"The Kosei Securities Co., Ltd.",Financial Services,57.86,1.65,27.53,,-4.1,-29.33,13.31,6.39,-6.71,-3.98,-29.26,14.36,6.62,-6.29,1.35,4.32,-93.35,29.3,-113.39,99.64,-62.81,245.27,0.24,0.36,-3.25,2.16,-3.15,,94.95,5446000000.0
8622,"Mito Securities Co., Ltd.",Financial Services,565.6,5.26,18.32,,6.08,-1.09,12.06,-1.68,5.68,6.94,-0.83,12.23,-0.07,6.11,-5.94,19.6,13.31,16.46,-2.36,14.95,-3.92,30.01,4.92,11.27,3.22,3.46,-0.55,92.02,99.53,26203000000.0
8624,"Ichiyoshi Securities Co., Ltd.",Financial Services,550.91,4.06,12.52,,6.41,-0.17,5.61,2.4,3.95,7.31,0.63,6.88,2.92,4.94,52.78,25.07,12.17,14.89,7.0,30.72,-0.19,13.04,13.93,33.3,5.4,6.32,2.56,98.95,99.71,18215000000.0
8628,"Matsui Securities Co., Ltd.",Financial Services,3129.78,4.74,20.25,,-0.18,-15.03,-3.67,-6.07,-6.29,1.11,-13.85,-1.89,-4.96,-4.88,4.61,,,,,32.25,5.25,24.05,,,,,,13.82,79.9,825161000000.0
8630,"Sompo Holdings, Inc.",Financial Services,61791.16,2.95,27.8,,10.46,8.34,8.77,5.78,9.19,11.43,9.27,10.27,6.17,10.32,11.04,6.63,14.81,11.78,1.53,-10.35,9.47,23.38,4.37,5.41,13.51,11.37,1.04,85.01,16.85,1134996000000.0
8697,"Japan Exchange Group, Inc.",Financial Services,22563.57,3.53,37.68,,4.4,3.15,2.84,2.46,3.46,4.78,3.82,3.53,2.96,4.04,15.02,54.26,57.68,54.51,49.77,-17.52,26.14,17.33,15.57,50.31,20.33,16.01,12.67,86.43,54.26,274481000000.0
8698,"Monex Group, Inc.",Financial Services,1822.39,4.31,16.7,,7.04,4.79,0.75,-21.28,4.19,9.77,7.3,4.42,-17.0,7.16,48.46,26.04,20.97,40.77,17.64,15.71,-6.9,44.84,6.62,8.5,13.36,9.98,1.53,51.78,97.99,52786000000.0
8699,"HS Holdings Co., Ltd.",Financial Services,337.38,0.89,2.3,,4.78,7.86,-78.94,44.82,-22.1,6.45,13.43,-75.84,54.85,-18.65,21.11,,,,,57.44,-12.35,-23.81,,,,,,97.98,87.96,18797000000.0
8700,"Maruhachi Securities Co., Ltd.",Financial Services,78.79,4.78,12.31,,13.41,-0.86,19.94,-0.75,10.83,13.7,-0.45,20.67,0.89,11.31,-29.05,20.68,14.16,20.19,4.91,16.04,-5.53,30.36,5.87,10.5,3.64,5.46,0.85,,99.55,3795074000.0
8704,"Traders Holdings Co.,Ltd.",Financial Services,368.8,3.27,8.89,,-3.35,16.59,12.94,1.88,8.73,-2.16,17.55,14.01,3.58,9.8,-14.08,46.64,49.43,43.72,40.74,-1.58,32.92,9.89,20.14,34.27,24.51,20.66,23.6,94.61,99.42,8687000000.0
8705,"Nissan Securities Group Co., Ltd.",Financial Services,110.87,10.81,11.86,,44.8,-36.69,52.07,-5.44,20.06,51.26,-36.25,54.44,-4.7,23.15,5.24,17.0,9.67,11.68,4.16,17.06,-4.78,17.23,5.88,19.71,2.59,3.45,1.16,86.86,98.93,12942147000.0
8706,"Kyokuto Securities Co., Ltd.",Financial Services,594.37,5.83,12.56,,-3.97,-6.96,-0.04,0.05,-3.66,-3.97,-6.89,-0.04,0.05,-3.63,-0.31,,,,,1.8,10.76,73.7,,,,,,81.84,99.76,21712000000.0
8707,"IwaiCosmo Holdings, Inc.",Financial Services,1102.8,4.82,10.56,,2.04,2.37,0.94,-5.34,1.78,2.09,2.84,1.43,-5.26,2.12,17.58,40.34,33.6,31.63,24.25,25.28,7.11,22.09,8.88,9.88,6.78,5.49,3.62,87.93,98.76,10375000000.0
